Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Flower, DR; ",Observations of CIII Emission in Planetary Nebulae,IUE Proposal,,,107,1978,
"DES FORÊTS¹, Guillaume PINEAU; FLOWER, David; ","Non stationary C-shocks: H₂ emission in molecular outflows By Guillaume PINEAU DES FORÊTS¹ AND David FLOWER² 1 ¹ Observatoire de Paris, DAEC, UMR 8631 du CNRS, F-92195 Meudon, France Physics Department, The University, Durham DH1 3LE, UK",Molecular Hydrogen in Space,,,117,2000,Cambridge University Press
"Potvliege, RM; ",Adiabatic stabilization in a two-color field,Physical Review A,60,2,1311,1999,APS
"Javaux, C; Hughes, IG; Lochead, G; Millen, J; Jones, MPA; ",Modulation-free pump-probe spectroscopy of strontium atoms,The European Physical Journal D,57,,151-154,2010,Springer
"Kozin, Igor N; Law, Mark M; Tennyson, Jonathan; Hutson, Jeremy M; ",Calculating energy levels of isomerizing tetra-atomic molecules. II. The vibrational states of acetylene and vinylidene,The Journal of chemical physics,122,6,,2005,AIP Publishing
"Rabli, Djamal; Flower, DR; ",Rotationally and torsionally inelastic scattering of methanol on helium,Monthly Notices of the Royal Astronomical Society,411,3,2093-2098,2011,"Blackwell Publishing Ltd Oxford, UK"
"Hutson, Jeremy M; ",Vibrational dependence of the anisotropic intermolecular potential of argon-hydrogen chloride,The Journal of Physical Chemistry,96,11,4237-4247,1992,ACS Publications
"Tanasittikosol, M; Carr, C; Adams, CS; Weatherill, KJ; ",Subnatural linewidths in two-photon excited-state spectroscopy,Physical Review A,85,3,033830,2012,APS
"Hutson, Jeremy M; Beyene, Musie; González-Martínez, Maykel Leonardo; ",Dramatic reductions in inelastic cross sections for ultracold collisions near Feshbach resonances,Physical review letters,103,16,163201,2009,APS
"Adams, Charles S; Hughes, Ifan G; ",Optics f2f: from Fourier to Fresnel,,,,,2018,Oxford University Press
"Brooks, R; Spence, S; Guttridge, A; Alampounti, A; Rakonjac, A; McArd, LA; Hutson, Jeremy M; Cornish, Simon L; ",Preparation of one Rb-87 and one Cs-133 atom in a single optical tweezer,NEW JOURNAL OF PHYSICS,23,6,,2021,"IOP PUBLISHING LTD TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND"
"Cornish, Simon Lee; ",A solid state laser system for high resolution spectroscopy of the 1S-2S transition in muonium,,,,,1998,
"Flower, DR; Walmsley, CM; ",Multiply-deuterated species in prestellar cores,Astronomy & Astrophysics,427,3,887-893,2004,EDP Sciences
"Flower, DR; ",The Ionization Structure of Planetary Nebulae—VIII: Models of the Nebulae NGC 7662 and IC 418,Monthly Notices of the Royal Astronomical Society,146,3,243-263,1969,"Oxford University Press Oxford, UK"
"Żuchowski, Piotr S; Aldegunde, J; Hutson, Jeremy M; ",Ultracold RbSr molecules can be formed by magnetoassociation,Physical review letters,105,15,153201,2010,APS
"Gardiner, SA; Jaksch, D; Dum, R; Cirac, JI; Zoller, P; ",Nonlinear matter wave dynamics with a chaotic potential,Physical Review A,62,2,023612,2000,APS
"Billam, TP; Mason, P; Gardiner, SA; ",Second-order number-conserving description of nonequilibrium dynamics in finite-temperature Bose-Einstein condensates,Physical Review A,87,3,033628,2013,APS
"Flower, David R; Akyilmaz, Meltem; ",Photodissociation Regions,,,,,,
"Ribeiro, Sofia; Gardiner, Simon A; ",Quantum emission of light with densely packed driven dipoles,Physical Review A,105,2,L021701,2022,APS
"Davis, Matthew J; Wright, Tod M; Gasenzer, Thomas; Gardiner, Simon A; Proukakis, Nick P; ",Formation of bose-einstein condensates,Universal themes of Bose-Einstein condensation,,,117,2017,Cambridge University Press Cambridge
"Flower, DR; ",The rotational excitation of CO by H2,"Journal of Physics B: Atomic, Molecular and Optical Physics",34,13,2731,2001,IOP Publishing
"Flower, DR; Pineau Des Forets, G; ","VizieR Online Data Catalog: H2O in interstellar shock waves (Flower+, 2010)",VizieR Online Data Catalog,,,J/MNRAS/406/1745,2011,
"Zentile, Mark A; Keaveney, James; Weller, Lee; Whiting, Daniel J; Adams, Charles S; Hughes, Ifan G; ",ElecSus: A program to calculate the electric susceptibility of an atomic ensemble,Computer Physics Communications,189,,162-174,2015,Elsevier
"Podio, L; Kamp, I; Flower, D; Howard, C; Sandell, G; Mora, A; Aresu, G; Brittain, S; Dent, WRF; Pinte, C; ",Herschel/PACS observations of young sources in Taurus: the far-infrared counterpart of optical jets,Astronomy & Astrophysics,545,,A44,2012,EDP Sciences
"Gallagher, Liam AP; Rogers, Joshua P; Pritchett, Jon D; Mistry, Rajan A; Pizzey, Danielle; Adams, Charles S; Jones, Matthew PA; Grünwald, Peter; Walther, Valentin; Hodges, Chris; ",Microwave-optical coupling via Rydberg excitons in cuprous oxide,Physical Review Research,4,1,013031,2022,APS
"Hily-Blant, Pierre; Walmsley, Malcolm; Des Forêts, G Pineau; Flower, David; ",CN in prestellar cores,Astronomy & Astrophysics,480,1,L5-L8,2008,EDP Sciences
"Mizouri, Arin; Deng, LZ; Eardley, Jack S; Nahler, N Hendrik; Wrede, Eckart; Carty, David; ",Absolute density measurement of SD radicals in a supersonic jet at the quantum-noise-limit,Physical Chemistry Chemical Physics,15,45,19575-19579,2013,Royal Society of Chemistry
"Adams, CS; Vorberg, J; Mlynek, Jurgen; ",Single-frequency operation of a diode-pumped lanthanum–neodymium–hexaaluminate laser by using a twisted-mode cavity,Optics letters,18,6,420-422,1993,Optica Publishing Group
"Guttridge, A; Hopkins, SA; Kemp, SL; Boddy, D; Freytag, R; Jones, MPA; Tarbutt, MR; Hinds, EA; Cornish, SL; ",Direct loading of a large Yb MOT on the transition,"Journal of Physics B: Atomic, Molecular and Optical Physics",49,14,145006,2016,IOP Publishing
"Rabli, Djamal; Flower, DR; ",The rotational structure of methanol and its excitation by helium,Monthly Notices of the Royal Astronomical Society,403,4,2033-2040,2010,The Royal Astronomical Society
"Żuchowski, Piotr S; Hutson, Jeremy M; ",Cold collisions of N (4 S) atoms and NH (3 Σ) molecules in magnetic fields,Physical Chemistry Chemical Physics,13,9,3669-3680,2011,Royal Society of Chemistry
"Jaquet, R; Staemmler, V; Smith, DE; Flower, DR; ",Excitation of the fine-structure transitions of O (sup 3 P sub J) in collisions with ortho-and para-H sub 2,"Journal of Physics. B, Atomic Molecular and Optical Physics;(United Kingdom)",25,1,,1992,
"Kozin, Igor N; Law, Mark M; Hutson, Jeremy M; Tennyson, Jonathan; ",Calculating energy levels of isomerizing tetra-atomic molecules. I. The rovibrational bound states of Ar 2 HF,The Journal of chemical physics,118,11,4896-4904,2003,American Institute of Physics
"Hutson, Jeremy M; Beswick, J Alberto; Halberstadt, Nadine; ",A theoretical study of the Ar2HCl van der Waals cluster,The Journal of Chemical Physics,90,3,1337-1344,1989,American Institute of Physics
"Weida, Miles J; Sperhac, Jeanette M; Nesbitt, David J; Hutson, Jeremy M; ",Signatures of large amplitude motion in a weakly bound complex: High‐resolution IR spectroscopy and quantum calculations for HeCO2,The Journal of chemical physics,101,10,8351-8363,1994,American Institute of Physics
"Kylstra, Niels Jan; Potvliege, RM; Joachain, CJ; ",Photon emission by ions interacting with short intense laser pulses: beyond the dipole approximation,"Journal of Physics B: Atomic, Molecular and Optical Physics",34,3,L55,2001,IOP Publishing
"Patel, Hannah J; Blackley, Caroline L; Cornish, Simon L; Hutson, Jeremy M; ","Feshbach resonances, molecular bound states, and prospects of ultracold-molecule formation in mixtures of ultracold K and Cs",Physical Review A,90,3,032716,2014,APS
"Field, David; May, Paul W; Pineau des Forêts, G; Flower, DR; ",Sputtering of the refractory cores of interstellar grains,Monthly Notices of the Royal Astronomical Society,285,4,839-846,1997,"Blackwell Science Ltd Oxford, UK"
"Dubernet, Marie-Lise; Cernicharo, J; Daniel, Fabien; Debray, B; Faure, A; Feautrier, N; Flower, David; Grosjean, A; Roueff, E; Spielfiedel, A; ",Ro-vibrational Collisional Excitation Database: BASECOL-http://www. obspm. fr/basecol,SF2A-2004: Semaine de l'Astrophysique Francaise,,,525,2004,
"Byron Jr, FW; Joachain, CJ; Potvliege, RM; ",Elastic and inelastic scattering of electrons and positrons by atomic hydrogen at intermediate and high energies in the unitarised eikonal-Born series method,Journal of Physics B: Atomic and Molecular Physics,18,8,1637,1985,IOP Publishing
"Truppe, Stefan; Williams, Hannah; Hambach, Moritz; Caldwell, Luke; Fitch, Noah; Sauer, Ben; Hinds, Ed; Tarbutt, Mike; ",Laser cooling diatomic molecules to below the Doppler limit,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2017,,H8. 002,2017,
"Bach, R; Burnett, K; d’Arcy, MB; Gardiner, SA; ",Quantum-mechanical cumulant dynamics near stable periodic orbits in phase space: Application to the classical-like dynamics of quantum accelerator modes,Physical Review A,71,3,033417,2005,APS
"Flower, DR; Roueff, E; ",Rovibrational excitation of HD in collisions with atomic and molecular hydrogen,Monthly Notices of the Royal Astronomical Society,309,4,833-835,1999,"Blackwell Science Ltd Oxford, UK"
"Adams, CS; Pohl, T; Sadeghpour, HR; ",CALL FOR PAPERS: Special issue on strong Rydberg interactions in ultracold atomic and molecular gases Special issue on strong Rydberg interactions in ultracold atomic and molecular gases,Journal of Physics B Atomic Molecular Physics,43,18,180101,2010,
"van de Graaff, Michael; Xie, Xin; Chapurin, Roman; Frye, Matthew; Hutson, Jeremy; D'Incao, Jose; Julienne, Paul; Ye, Jun; Cornell, Eric; Team, Durham; ",Observation of Universal Efimov's Ratios across an Intermediate-Strength Feshbach Resonance in 39 K,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2020,,K01. 024,2020,
"Pattinson, RW; Cornish, SL; McCarron, DJ; Proukakis, NP; Billam, TP; Parker, NG; Gardiner, SA; Cho, HW; ",Equilibrium density structures in trapped immiscible two-species Bose-Einstein condensates,,,,,2012,
"Din, DS; Adams, CS; Shi, BS; Guo, GC; ",Non-equilibrium phase-transitions in multi-component Rydberg gases,arXiv preprint arXiv:1606.08791,,,93,2016,
"Cornish, Simon L; Gregory, Phil; Molony, Peter K; Kumar, Avinash; Le Sueur, C Ruth; Hutson, Jeremy M; ",THE CREATION OF ULTRACOLD RBCS MOLECULES IN THE ROVIBRATIONAL GROUND STATE,Matariki Workshop on Quantum Science,,,41,,
"Flower, DR; ",The Ionisation Equilibrium for Heavy Elements,Symposium-International Astronomical Union,34,,205-208,1968,Cambridge University Press
"Potvliege, RM; Shakeshaft, R; ",Atoms in intense laser fields,Adv. At. Mol. Opt. Phys,,,,1992,
"Peyrot, Tom; Sortais, Yvan RP; Browaeys, A; Sargsyan, Armen; Sarkisyan, David; Keaveney, J; Hughes, IG; Adams, Charles S; ",Collective Lamb shift of a nanoscale atomic vapor layer within a sapphire cavity,Physical Review Letters,120,24,243401,2018,APS
"Day, HC; Piraux, Bernard; Potvliege, RM; ",Multistate non-Hermitian Floquet dynamics in short laser pulses,Physical Review A,61,3,031402,2000,APS
"Flower, DR; Pineau des Forêts, Guillaume; ","Excitation and emission of H2, CO and H2O molecules in interstellar shock waves",Monthly Notices of the Royal Astronomical Society,406,3,1745-1758,2010,"Blackwell Publishing Ltd Oxford, UK"
"Tanasittikosol, M; Potvliege, RM; ",Sidebands shifts and induced sidebands in rf-dressed Rydberg systems,arXiv preprint arXiv:1206.5951,,,,2012,
"Howson, Joanna MM; Hutson, Jeremy M; ",Morphing the He–OCS intermolecular potential,The Journal of Chemical Physics,115,11,5059-5065,2001,American Institute of Physics
"Whiting, Daniel J; Keaveney, James; Adams, Charles S; Hughes, Ifan G; ","Erratum: Direct measurement of excited-state dipole matrix elements using electromagnetically induced transparency in the hyperfine Paschen-Back regime [Phys. Rev. A 93, 043854 (2016)]",Physical Review A,97,4,049902,2018,APS
"Maucher, F; Gardiner, S; Hughes, IG; Krolikowski, W; Pohl, T; Skupin, Stefan; ",Self-Organisation in Optical Media with Competing Nonlinearities,24th ANNUAL INTERNATIONAL LASER PHYSICS WORKSHOP,,,,2015,
"Hutson, Jeremy M; ",Staff profile,,,,,,
"Flower, DR; ",A quantal study of the rovibrational excitation of by H,"Journal of Physics B: Atomic, Molecular and Optical Physics",30,13,3009,1997,IOP Publishing
"Williams, Hannah J; ",Versatile neutral atoms take on quantum circuits,,,,,2022,Nature Publishing Group UK London
"Xu, Minzhong; Bačić, Zlatko; Hutson, Jeremy M; ","Clusters containing open-shell molecules: Minimum-energy structures and low-lying isomers of Ar n CH (X 2 Π), n= 1 to 15",Faraday discussions,118,,405-417,2001,Royal Society of Chemistry
"Gregory, Philip; Blackmore, Jacob; Bromley, Sarah; Cornish, Simon; ",Loss of ultracold RbCs molecules via optical excitation of long-lived two-body collision complexes,Bulletin of the American Physical Society,66,,,2021,APS
"Baker, DJ; Flower, DR; ",Vibrational relaxation in collisions between ¹²C¹⁶O and para-H₂,""" Journal of Physics B: Atomic, Molecular and Optical Physics""",17,,,1984,IOP Publishing
"Hopkins, SA; Butler, K; Guttridge, A; Kemp, S; Freytag, R; Hinds, EA; Tarbutt, MR; Cornish, SL; ","Publisher’s Note:“A versatile dual-species Zeeman slower for caesium and ytterbium”[Rev. Sci. Instrum. 87, 043109 (2016)]",Review of Scientific Instruments,87,4,049903,2016,AIP Publishing LLC
"Momose, Takamasa; Liu, Yang; Zhou, Sida; Djuricanin, Pavle; Carty, David; ",Manipulation of translational motion of methyl radicals by pulsed magnetic fields,Physical Chemistry Chemical Physics,15,6,1772-1777,2013,Royal Society of Chemistry
"Meyer, V; Bagayev, SN; Baird, PEG; Bakule, P; Boshier, MG; Breitrück, A; Cornish, SL; Dychkov, S; Eaton, GH; Grossmann, A; ",Pulsed laser spectroscopy in muonium and deuterium,Hyperfine Interactions,127,,197-200,2000,Springer
"Ding, Dong-Sheng; Busche, Hannes; Shi, Bao-Sen; Guo, Guang-Can; Adams, Charles S; ",Phase diagram and self-organizing dynamics in a thermal ensemble of strongly interacting Rydberg atoms,Physical Review X,10,2,021023,2020,APS
"Forster, C; Shingal, R; Flower, DR; Bransden, BH; Dickinson, AS; ",Total and differential cross sections for charge transfer in He2+-He+ collisions: trajectory effects,"Journal of Physics B: Atomic, Molecular and Optical Physics",21,23,3941,1988,IOP Publishing
"Mese, E; Potvliege, RM; ",Ellipticity dependence of harmonic generation in atomic hydrogen,"Journal of Physics B: Atomic, Molecular and Optical Physics",39,2,431,2005,IOP Publishing
"Caron, CFR; Potvliege, RM; ",Free-space propagation of ultrashort pulses: space-time couplings in Gaussian pulse beams,Journal of Modern Optics,46,13,1881-1891,1999,Taylor & Francis
"Potvliege, RM; Shakeshaft, Robin; ",Nonperturbative treatment of multiphoton ionization within the Floquet framework,,,,,1992,Academic Press
"Mohapatra, Ashok K; Bason, Mark G; Butscher, Björn; Weatherill, Kevin J; Adams, Charles S; ",A giant electro-optic effect using polarizable dark states,Nature physics,4,11,890-894,2008,Nature Publishing Group UK London
"Etrych, Jiri; Martirosyan, Gevorg; Cao, Alec; Glidden, Jake AP; Dogra, Lena H; Hutson, Jeremy M; Hadzibabic, Zoran; Eigen, Christoph; ","Research data supporting"" Pinpointing Feshbach Resonances and Testing Efimov Universalities in ³⁹K""",,,,,2023,
"Jones, Matthew; ",Seeing through the ‘two cultures’,Physics World,22,12,40,2009,IOP Publishing
"Hutson, JM; Ashton, CJ; Le Roy, RJ; ","Vibrational predissociation of H/sub 2/-, D/sub 2/-, and HD-Ar van der Waals molecules",J. Phys. Chem.;(United States),87,15,,1983,"Univ. of Waterloo, Ontario"
"Gardiner, Simon A; Cirac, JI; Zoller, Peter; ",Quantum chaos in an ion trap: the delta-kicked harmonic oscillator,Physical review letters,79,24,4790,1997,APS
"Jones, Matthew Philip Austin; ",Bose-Einstein Condensation on an Atom,,,,,2003,
"Kaminski, CF; Hughes, IG; Lloyd, GM; Ewart, P; ",Thermometry of an oxy-acetylene flame using multiplex degenerate four-wave mixing of C 2,Applied Physics B,62,,39-44,1996,Springer
"Hughes, IG; Barton, PA; Roach, TM; Boshier, MG; Hinds, EA; ",Atom optics with magnetic surfaces: I. Storage of cold atoms in a curvedfloppy disk',"Journal of Physics B: Atomic, Molecular and Optical Physics",30,3,647,1997,IOP Publishing
"Peet, Andrew C; Clary, David C; Hutson, Jeremy M; ",A comparison of the vibrational predissociation rates in the rare-gas–ethylene clusters,"Journal of the Chemical Society, Faraday Transactions 2: Molecular and Chemical Physics",83,9,1719-1731,1987,Royal Society of Chemistry
"Hutson, Jeremy M; University of Durham Durham United Kingdom; ",Ultracold Polar Molecules,,,,,2016,
"Flower, DR; Harris, GJ; ",Three-body recombination of hydrogen during primordial star formation,Monthly Notices of the Royal Astronomical Society,377,2,705-710,2007,"Blackwell Publishing Ltd Oxford, UK"
"Hutson, Jeremy M; ",SPECTROSCOPY AND DYNAMICS OF VAN DER WAALS MOLECULES,,,,,1992,Ohio State University
"Roche, Christine F; Dickinson, Alan S; Hutson, Jeremy M; ","Gas Phase Dynamics and Structure: Spectroscopy, Molecular Interactions, Scattering, and Photochemistry-A failing of coupled-states calculations for inelastic and pressure-broadening cross sections",Journal of Chemical Physics,111,13,5824-5828,1999,"[New York, etc.]: American Institute of Physics."
"Flower, David; ",Chemical Processes in Interstellar Shocks,The First Symposium on the Infrared Cirrus and Diffuse Interstellar Clouds,58,,332,1994,
"Adams, CS; Vorberg, J; Mlynek, J; ",Twisted-mode single-frequency LNA laser for excitation of the 23S-to-23P transition in helium,Quantum Electronics and Laser Science Conference,,,QThH49,1993,Optica Publishing Group
